IT	24	f	2010-02-23 14:41:19
DE	24	m	2007-01-31 23:59:59
UK	27	m	2006-11-17 16:51:56
FI	31	f	2006-09-27 23:35:34
FR	25	m	2006-02-26 22:39:03
DE	2	m	2007-02-28 10:12:13
US	23	m	2006-10-22 20:24:11
DK	100	m	2006-02-17 01:39:03
US	22	m	2010-02-02 22:30:15
DE	23	m	2006-05-22 18:17:43
FR	33	m	2006-10-23 14:50:57
UA	31	m	2004-12-10 06:31:05
UK	24	m	2005-10-06 12:36:47
US	28	m	2005-10-11 08:24:29
RU	25	m	2008-06-06 21:11:13
DE	23	m	2007-02-10 18:15:31
CA	23	m	2006-01-20 23:27:40
US	31	m	2005-12-10 19:05:06
US	32	m	2004-11-02 23:03:47
RU	26	m	2009-04-09 09:36:28
DE	18	m	2010-02-18 20:25:17
BR	19	f	2009-03-15 18:04:15
US	22	m	2006-04-29 03:59:02
UK	21	m	2006-07-20 00:00:20
UK	23	m	2006-01-10 10:32:35
CY	26	f	2007-02-08 21:00:46
CA	22	f	2005-06-02 06:39:08
MX	24	m	2006-07-11 22:29:45
DE	29	m	2005-08-27 16:15:10
RU	23	m	2006-06-25 14:59:40
IE	26	m	2004-08-25 03:26:50
IL	27	m	2006-03-11 00:16:40
SK	20	f	2007-07-13 23:47:33
US	24	m	2006-10-02 18:29:58
NO	20	m	2006-06-24 13:55:18
MX	21	m	2006-12-23 19:11:31
US	20	m	2009-09-13 04:00:35
US	23	f	2009-10-26 22:53:56
IT	27	m	2005-07-11 18:58:16
HU	28	m	2006-05-22 15:03:50
CA	34	m	2006-05-05 02:33:08
DE	25	m	2006-10-19 17:34:08
UK	23	f	2005-04-22 15:31:21
DE	25	m	2006-08-26 14:41:41
CZ	24	m	2006-10-06 21:42:23
NO	39	m	2006-11-01 11:46:34
HR	27	m	2006-03-27 09:24:37
DE	33	m	2010-01-26 17:43:09
CA	26	f	2008-02-20 19:17:20
US	23	f	2004-09-06 09:56:44
RU	26	m	2009-09-30 19:25:52
US	22	f	2009-09-07 04:11:18
US	22	m	2007-07-19 23:50:44
UA	26	m	2005-02-21 14:45:50
CZ	32	m	2006-04-18 22:28:44
US	23	m	2006-05-05 00:12:45
ES	26	m	2007-05-14 23:34:00
DE	30	m	2007-02-07 14:49:21
PL	22	m	2012-04-13 23:10:33
UK	21	m	2007-02-02 14:23:18
UA	21	m	2010-04-25 21:23:48
PL	19	m	2009-02-16 07:43:48
JP	27	m	2009-07-12 14:33:15
CZ	24	m	2005-10-22 15:19:13
PL	32	m	2004-07-31 00:52:39
RU	26	m	2007-01-21 21:51:36
RU	20	f	2008-07-04 14:15:50
US	28	m	2007-01-11 17:00:34
UK	44	m	2006-09-18 21:57:16
RU	33	m	2005-12-22 21:46:51
RU	24	m	2006-11-25 22:38:43
RU	23	m	2007-12-28 12:34:13
SE	28	m	2006-04-16 13:15:52
US	13	m	2012-01-17 05:44:16
UK	42	m	2005-06-06 01:09:37
UA	26	m	2007-04-12 01:03:12
RU	21	m	2009-03-09 08:02:59
US	23	m	2006-02-03 14:40:38
DE	22	m	2009-11-09 08:01:41
DE	25	m	2004-03-19 15:53:05
US	36	m	2005-08-05 19:55:46
SI	28	m	2005-09-06 13:36:02
UK	24	m	2010-08-08 21:32:05
NL	20	m	2009-10-20 14:48:26
RU	34	m	2005-12-18 12:20:57
US	21	f	2007-02-13 23:16:16
BR	39	m	2006-07-04 03:22:33
US	23	m	2005-08-23 04:42:30
UK	23	m	2005-04-12 22:05:57
CA	25	m	2012-01-09 00:39:43
SK	24	m	2007-04-20 13:42:55
BR	27	m	2010-04-06 20:27:44
RU	26	m	2009-07-29 12:34:49
US	31	m	2005-05-20 14:08:46
TR	20	m	2006-10-22 20:10:13
CH	19	m	2009-11-16 20:24:53
PL	22	m	2007-03-03 22:31:05
US	30	m	2007-09-10 19:42:12
UK	21	m	2009-10-21 00:18:41
NO	27	m	2006-02-03 23:30:07
UK	33	m	2007-01-13 15:01:45
NL	20	m	2008-09-10 20:55:21
FI	27	m	2004-04-04 04:54:38
MX	23	m	2008-02-24 17:55:48
US	27	f	2006-09-15 19:58:56
KR	72	m	2008-03-08 18:27:08
FI	32	f	2011-02-13 19:16:20
RU	18	m	2010-08-01 20:33:56
CZ	19	m	2006-08-15 01:05:14
RU	23	f	2009-05-11 23:38:59
CA	19	m	2012-01-10 03:49:20
US	24	m	2005-07-02 21:11:36
IT	21	m	2009-11-25 13:17:25
MX	26	m	2007-11-01 03:01:59
US	30	m	2005-11-03 01:52:21
US	28	m	2004-08-04 04:16:26
LT	24	m	2009-04-22 00:00:15
BY	22	m	2010-03-13 12:22:47
UK	43	m	2009-05-14 11:59:32
US	48	m	2008-08-29 11:36:14
ID	20	m	2011-07-31 20:46:33
US	19	m	2011-10-23 02:28:22
DK	48	m	2005-11-01 23:30:22
AT	17	m	2009-09-11 12:11:14
NZ	22	m	2007-05-12 09:28:13
US	24	m	2005-03-14 21:54:59
ES	23	m	2008-11-26 00:19:54
NL	23	m	2009-05-10 14:19:28
ES	25	m	2005-02-13 12:47:41
US	21	m	2005-12-18 16:54:29
PL	23	m	2008-10-07 15:08:29
FR	26	m	2008-04-23 15:11:57
PL	21	m	2010-02-24 17:43:08
RU	19	m	2009-01-28 22:52:33
DE	52	m	2009-09-03 20:26:31
ES	26	f	2009-01-10 00:19:46
SE	20	m	2008-08-26 01:30:56
UK	43	m	2008-01-04 14:44:21
US	23	m	2010-06-30 18:33:29
UK	22	m	2007-05-20 18:12:51
US	25	m	2006-05-26 21:18:54
PL	24	m	2008-01-29 01:10:04
KZ	20	m	2010-03-19 11:56:30
US	26	m	2007-04-04 01:08:06
ES	27	m	2007-07-25 12:46:05
UA	26	m	2009-12-05 18:13:07
UA	33	m	2008-04-14 20:38:44
BY	26	m	2009-11-29 00:59:09
PL	22	m	2008-10-29 20:38:32
CA	21	m	2011-11-14 00:35:39
MX	22	m	2011-04-25 08:08:25
SI	21	m	2007-03-23 19:59:39
US	25	f	2009-02-12 22:25:36
MX	25	f	2007-03-03 07:31:37
UA	18	f	2008-04-03 15:39:19
FI	18	m	2009-03-12 19:54:42
ES	28	f	2007-09-14 19:22:58
RU	26	m	2009-08-23 15:46:42
UA	20	m	2012-05-10 22:44:03
CH	35	m	2006-07-19 10:21:15
RU	22	m	2010-01-15 19:15:12
SE	22	f	2006-09-11 20:52:36
US	19	m	2008-05-07 02:30:56
MX	20	m	2010-06-03 18:41:23
SK	16	m	2010-08-13 14:11:01
US	18	f	2011-12-26 03:43:15
UK	16	m	2010-01-21 20:17:05
CL	25	m	2009-06-16 06:16:58
RU	32	m	2009-04-08 18:54:38
PL	19	f	2010-04-05 21:46:36
AU	21	m	2009-09-21 11:41:37
FI	28	m	2008-03-09 17:40:22
AU	21	m	2007-07-02 11:31:46
CA	26	m	2007-02-22 23:22:39
US	29	m	2008-01-26 07:49:47
US	23	m	2011-06-03 10:36:59
FR	27	m	2011-03-13 22:53:38
UZ	20	m	2009-11-04 14:05:40
BY	28	m	2009-02-27 00:20:34
NL	25	m	2007-06-10 17:37:36
HU	20	m	2009-05-29 20:53:58
SK	21	m	2011-02-01 08:33:59
CZ	28	m	2007-03-21 16:28:49
US	24	m	2009-06-05 19:01:45
ID	19	m	2011-06-01 09:32:43
CZ	27	f	2007-06-28 04:58:26
IN	24	m	2006-03-24 10:16:28
GT	16	m	2010-10-07 20:28:27
US	28	m	2004-12-20 05:31:57
NL	17	m	2011-02-04 13:12:27
UK	24	m	2008-05-22 14:46:05
UK	26	m	2009-06-15 23:17:13
CH	29	f	2006-08-09 06:00:15
PL	32	m	2008-02-09 00:14:19
SE	18	m	2009-04-17 14:06:08
UK	40	f	2006-06-27 13:49:20
BG	23	m	2008-12-22 04:23:12
RU	27	m	2008-10-01 08:47:25
SL	22	m	2009-04-23 12:14:34
ES	21	m	2010-01-06 19:11:26
UA	19	m	2009-11-24 17:34:19
CH	34	m	2009-05-16 21:44:13
UK	39	f	2008-04-08 18:36:48
PL	22	f	2011-07-11 17:32:25
NL	24	m	2009-04-23 13:08:41
NO	3	m	2008-07-02 15:30:02
US	21	m	2009-12-05 16:27:55
BE	22	m	2007-08-30 23:13:12
RU	24	m	2009-04-19 12:15:39
UA	21	m	2010-10-13 14:01:40
RU	19	f	2010-11-04 20:03:27
PL	21	m	2008-04-04 11:36:23
UK	23	m	2007-01-21 23:39:01
PE	44	m	2009-03-18 03:17:05
NU	31	m	2007-09-05 18:09:01
IT	30	m	2009-09-30 17:42:25
SE	25	m	2006-07-26 14:35:18
NO	22	m	2007-10-02 19:05:52
PL	28	m	2007-12-18 21:58:42
MX	23	f	2008-07-23 03:42:15
PL	23	m	2009-02-10 18:19:26
US	23	m	2005-03-16 08:26:15
US	26	m	2010-04-14 19:32:48
BR	16	f	2009-05-19 00:49:25
UK	23	m	2008-10-20 00:26:05
FI	30	m	2007-08-23 17:12:56
UA	26	m	2007-02-06 20:23:33
BY	21	m	2009-09-09 22:49:41
GR	20	m	2010-01-18 20:13:34
SK	21	m	2010-09-19 22:10:02
AU	27	m	2005-09-07 03:13:44
SK	26	m	2007-01-23 23:26:03
US	39	m	2012-03-19 00:26:41
IT	17	f	2008-02-15 16:29:17
RU	27	m	2006-10-05 13:21:50
DE	21	m	2009-12-19 17:55:11
US	24	f	2005-06-10 02:04:20
AU	21	m	2007-03-01 07:52:11
DE	42	m	2009-10-18 12:05:41
PL	23	m	2009-10-31 10:57:24
RS	20	m	2007-11-13 14:58:17
GR	21	m	2010-03-11 23:26:59
BE	21	m	2008-04-03 12:03:47
RU	18	m	2009-03-18 16:59:58
ID	23	m	2010-10-04 15:48:20
UK	17	m	2008-04-27 18:54:17
PL	25	m	2008-11-08 13:37:17
RU	31	m	2009-07-04 20:59:20
UK	20	m	2010-09-04 12:31:41
DE	23	m	2006-07-27 19:03:51
CA	22	m	2007-04-15 00:44:53
BR	27	m	2008-08-29 15:48:13
US	33	m	2005-08-27 20:19:45
SE	19	m	2011-03-22 13:24:35
US	26	m	2009-11-17 13:38:44
UK	22	m	2009-05-06 20:37:59
UK	25	m	2006-02-12 14:27:46
RS	20	m	2008-05-01 12:25:03
UK	21	m	2006-07-29 13:17:43
PL	30	m	2007-03-23 17:53:03
PL	22	m	2007-12-01 10:12:22
SE	21	m	2008-02-17 15:44:36
FI	23	m	2005-11-29 08:55:43
US	23	f	2009-11-17 19:30:06
US	22	m	2011-06-16 18:33:44
UK	25	m	2007-02-08 14:56:14
IR	29	m	2009-05-15 11:48:09
IT	20	m	2010-12-15 21:33:56
NO	20	m	2007-08-16 23:30:05
CA	19	m	2010-12-23 19:14:07
PL	18	m	2010-07-23 09:35:30
ES	34	m	2006-10-21 12:39:45
IT	21	f	2007-10-10 16:14:58
RU	38	f	2006-09-15 23:15:40
UA	18	m	2010-11-25 19:28:24
RU	25	m	2007-11-20 21:11:40
FR	23	m	2007-04-11 04:01:17
PL	15	m	2008-09-10 14:27:48
PL	22	m	2007-02-06 19:34:38
RU	24	m	2008-05-11 19:32:59
PL	21	m	2009-04-13 00:02:26
AU	18	m	2010-03-21 10:07:03
US	21	m	2007-10-01 22:57:04
CZ	22	m	2009-04-20 20:19:38
NO	18	m	2009-12-05 17:16:04
IT	28	f	2008-07-12 18:05:44
RU	25	m	2009-12-06 14:30:21
US	35	f	2005-02-17 05:24:25
PL	19	m	2007-10-06 16:22:07
MK	20	m	2007-01-16 23:56:20
RU	24	m	2007-10-11 10:11:23
PL	0	m	2010-11-13 17:03:45
NO	26	m	2007-09-03 00:17:39
US	22	m	2011-05-08 07:09:23
DE	25	m	2010-12-01 15:16:19
PL	27	m	2007-03-10 12:09:57
SE	20	m	2007-03-19 14:29:46
RU	18	m	2010-06-23 10:02:18
NO	20	m	2007-08-25 18:29:59
BR	24	m	2006-02-11 18:17:15
BR	28	m	2008-03-26 22:07:17
BR	18	m	2007-10-11 02:57:10
UK	23	m	2007-06-13 00:45:33
UK	34	m	2005-09-07 19:39:58
BG	26	m	2004-10-09 11:20:24
DE	24	f	2008-11-15 22:22:55
FI	18	m	2010-01-04 22:12:03
ES	21	m	2008-06-24 13:56:48
FI	21	m	2006-04-06 20:21:15
SE	32	m	2012-01-13 17:36:15
DE	22	m	2006-06-06 15:03:11
DE	37	f	2008-10-12 23:55:59
BR	27	m	2006-10-14 23:55:07
AU	33	m	2005-06-11 07:08:18
PL	30	m	2005-01-15 23:34:24
RU	24	m	2009-08-26 13:36:09
BR	18	m	2010-12-12 03:07:05
FR	36	m	2007-01-01 17:58:28
AU	30	m	2007-02-10 05:19:49
CZ	20	m	2008-06-20 21:32:44
MX	23	m	2007-09-10 20:38:11
UK	24	m	2005-04-06 10:32:15
PL	24	f	2008-12-23 17:34:20
PL	16	f	2010-05-08 15:31:56
RU	25	m	2008-09-16 05:47:05
US	23	m	2009-02-03 00:07:46
UK	20	f	2006-01-31 18:31:11
IR	21	m	2009-07-01 12:30:40
CH	33	m	2007-07-06 18:26:25
NO	23	m	2010-04-15 16:03:08
GR	22	m	2009-07-01 11:45:49
US	25	m	2009-02-18 01:33:03
FR	30	m	2005-04-26 12:11:24
PL	20	f	2006-10-01 12:47:43
RU	22	m	2009-02-12 14:32:58
RU	20	m	2009-05-23 17:56:08
GR	20	m	2009-12-28 16:48:45
NO	31	m	2007-05-06 08:30:11
US	20	m	2009-06-25 18:44:11
FR	26	m	2008-01-15 19:03:15
NL	25	m	2006-08-05 22:51:32
PL	22	f	2007-04-06 16:29:41
ES	22	m	2006-12-30 22:37:33
UK	32	m	2005-05-02 13:57:44
PL	20	m	2010-04-01 17:28:54
TR	24	m	2010-09-23 19:09:49
RU	19	m	2011-07-26 23:50:38
RU	20	m	2011-02-13 01:47:20
ID	27	m	2011-11-10 06:09:18
TR	29	m	2006-02-23 09:55:19
RU	25	m	2007-01-28 20:40:50
BY	21	m	2011-02-15 17:46:13
SE	24	m	2011-03-09 21:02:18
DE	17	f	2010-12-27 18:03:00
BR	24	m	2008-07-04 05:18:27
NL	28	m	2007-09-11 19:28:01
PL	19	f	2009-01-30 21:02:47
CH	21	m	2008-02-10 12:08:35
PL	21	f	2008-03-09 00:55:14
PL	25	m	2008-04-26 08:49:07
BR	38	m	2005-04-23 01:16:33
UK	40	m	2005-01-10 11:58:38
CH	27	m	2007-03-09 18:34:08
NO	22	m	2007-10-29 08:09:03
NL	27	m	2006-06-19 13:20:53
PL	22	m	2009-03-27 20:30:25
US	19	m	2009-05-03 07:43:43
NL	36	m	2007-07-22 22:04:53
US	17	f	2010-12-01 03:52:44
CZ	24	f	2006-03-15 14:35:52
ES	23	m	2009-05-02 10:08:43
UA	24	m	2007-01-30 20:54:23
MD	23	m	2008-09-27 12:35:03
BR	24	m	2008-05-03 17:58:02
RU	24	m	2008-05-07 21:57:21
FR	21	m	2008-01-24 23:10:41
HU	28	m	2005-05-20 14:38:34
IT	18	m	2011-03-25 17:25:42
KZ	23	m	2009-02-20 18:58:07
SI	32	m	2006-08-10 20:47:09
PL	20	f	2008-07-24 19:02:35
CA	18	m	2012-01-01 19:41:00
FI	23	m	2005-06-03 21:56:18
UK	21	f	2006-09-14 12:27:49
PL	22	f	2010-03-03 20:51:30
PL	22	f	2008-09-11 10:24:21
US	44	f	2008-09-29 00:51:53
DE	22	m	2008-07-02 18:44:47
NO	25	m	2009-02-08 10:42:31
LT	21	f	2011-08-01 10:50:00
RU	18	m	2010-09-25 20:17:53
CA	34	m	2004-09-15 22:40:38
FR	26	m	2006-02-07 18:30:54
CZ	27	m	2009-09-05 18:35:16
FI	21	f	2006-11-05 12:31:49
RU	24	m	2008-07-02 12:53:00
BY	18	f	2012-01-25 17:07:01
DE	31	m	2006-03-19 14:35:57
RU	25	m	2006-08-06 18:51:30
PL	20	m	2009-09-14 10:48:23
FI	18	m	2011-02-12 21:20:23
IT	25	m	2009-11-29 14:24:50
ES	35	m	2006-07-28 13:31:33
UK	39	m	2006-03-01 01:06:23
CZ	27	m	2006-03-15 22:22:01
DE	27	m	2006-08-17 00:34:10
AR	20	m	2008-10-15 04:56:40
RU	18	f	2010-04-15 17:46:39
BR	22	f	2010-05-24 06:21:59
BR	14	f	2011-02-26 21:36:46
RU	29	m	2011-01-31 08:56:52
NL	25	m	2006-10-12 10:17:47
US	28	m	2010-06-01 02:38:39
TR	20	f	2008-06-22 14:30:55
BY	18	m	2010-05-31 13:47:50
AU	24	m	2006-07-04 04:20:54
FI	22	m	2007-10-30 15:42:56
AR	26	m	2008-02-23 16:25:04
UA	22	f	2007-09-17 00:15:44
UK	20	m	2008-11-30 12:05:50
BR	20	m	2009-06-19 03:02:13
US	20	m	2009-10-25 07:55:13
IR	22	m	2011-05-09 13:59:28
AT	26	m	2007-01-28 17:07:27
US	41	m	2006-05-23 03:01:57
BR	28	m	2006-12-22 15:25:30
RU	23	m	2011-10-23 15:03:12
FR	26	m	2006-03-17 09:55:05
PL	22	m	2007-03-20 19:43:32
MX	31	m	2011-10-17 05:46:31
AR	42	m	2007-02-11 03:06:10
CO	19	f	2008-08-08 23:13:26
RU	23	m	2008-03-10 09:49:12
VE	24	m	2008-12-18 17:59:30
PL	20	f	2008-01-02 17:39:28
BY	23	m	2008-09-07 14:55:22
UK	27	m	2003-09-20 20:05:53
US	23	m	2008-11-30 06:01:48
RU	30	m	2008-03-30 15:08:38
DE	24	f	2008-02-11 17:33:13
UK	23	m	2008-04-10 15:26:50
CL	23	m	2009-10-25 04:48:36
MX	18	m	2010-07-05 20:17:43
ES	23	m	2007-07-27 00:39:11
BY	18	m	2011-12-13 12:34:53
MK	21	m	2011-08-13 19:55:03
BY	25	m	2007-12-30 01:48:57
UK	46	m	2005-01-26 20:43:12
BR	21	m	2009-01-30 22:13:05
MX	23	m	2010-12-08 20:09:22
RU	18	f	2010-03-05 11:45:04
RU	21	m	2009-05-24 18:21:59
BR	20	f	2011-01-19 13:22:32
BY	21	m	2010-12-18 18:56:43
RU	23	m	2008-09-06 21:52:01
DE	20	m	2009-02-10 18:35:26
RU	17	m	2010-02-15 15:38:41
CH	22	m	2006-01-04 20:03:50
RU	24	m	2007-02-02 17:06:19
RU	18	m	2011-08-01 21:07:40
RU	29	m	2009-06-24 19:02:28
US	19	m	2009-11-17 23:21:48
RU	21	m	2010-12-29 07:45:23
CA	24	m	2005-05-21 00:15:33
SE	24	m	2007-12-04 07:11:25
US	25	m	2005-08-19 23:15:41
UK	20	m	2009-07-10 15:32:45
BR	22	m	2006-01-21 08:42:20
SV	20	m	2012-04-30 19:16:35
RO	20	m	2010-08-23 12:31:01
RU	18	m	2009-12-17 07:12:57
BR	20	m	2011-09-30 04:18:23
US	22	m	2008-06-03 00:29:52
ES	21	m	2010-06-11 23:09:45
UK	22	m	2008-11-09 17:12:18
PL	21	m	2011-01-16 19:18:05
US	22	m	2008-10-27 05:52:37
RU	18	m	2011-10-05 19:44:48
RU	23	m	2011-10-23 22:19:42
US	22	m	2009-06-08 09:45:44
DE	21	f	2007-10-26 21:11:14
BE	21	m	2011-09-05 23:04:00
BG	25	m	2009-05-03 13:15:12
RU	20	m	2010-07-10 09:42:00
SK	34	m	2006-06-19 10:20:26
NO	26	m	2006-05-31 18:13:45
MX	25	m	2007-05-11 22:44:08
MX	28	m	2007-02-11 03:31:37
ES	27	m	2008-10-21 12:11:09
ES	34	m	2008-04-07 15:24:18
RU	22	m	2007-03-17 02:32:58
AT	29	m	2007-09-01 16:16:06
UK	32	f	2008-06-23 20:58:45
UK	20	m	2012-03-09 02:09:56
LB	18	m	2009-11-22 14:47:48
CA	20	f	2007-03-23 02:12:50
RU	21	f	2009-07-22 06:59:09
AZ	22	f	2009-08-19 11:17:37
AR	34	m	2007-10-01 21:49:50
PL	22	m	2007-02-05 00:49:45
RO	20	m	2008-04-08 18:25:15
NL	47	f	2004-03-24 23:54:45
BR	20	f	2012-03-31 23:33:32
MD	28	m	2008-09-03 15:05:35
GR	23	m	2008-07-28 08:14:47
IT	22	f	2011-02-15 23:25:14
UK	17	f	2009-08-02 15:58:09
DE	24	f	2008-09-07 19:22:05
BE	30	m	2005-07-30 09:57:57
RU	27	m	2008-01-23 19:59:13
NO	35	m	2006-01-18 17:56:08
AT	33	m	2007-11-20 13:29:50
UK	29	m	2008-08-26 10:50:14
AD	21	m	2011-04-25 23:38:30
CA	26	m	2007-09-29 23:56:41
NL	18	f	2011-08-04 01:08:20
DK	23	m	2012-05-16 11:22:34
NL	19	m	2008-07-06 16:11:24
BR	20	m	2008-11-26 01:15:02
BR	23	m	2008-07-05 06:00:47
BR	27	m	2007-04-24 20:49:58
NL	22	m	2009-01-04 19:17:50
RU	26	m	2007-07-13 15:13:49
RU	38	m	2010-04-19 08:37:18
NL	22	f	2008-05-01 12:10:13
NL	24	f	2011-02-17 15:01:56
BR	19	m	2012-02-23 21:30:21
BR	23	m	2008-05-21 23:35:35
RU	22	m	2007-11-26 14:05:14
DE	23	m	2006-05-24 14:14:43
RO	24	f	2008-07-19 18:06:38
BR	31	m	2012-04-30 08:02:15
CZ	24	m	2006-10-29 14:31:28
US	22	m	2006-05-31 22:47:01
BR	25	m	2006-10-26 02:07:17
UA	35	m	2008-03-05 18:59:58
DE	22	m	2011-01-22 19:59:48
FR	24	m	2011-06-13 15:08:41
CA	23	m	2005-08-12 04:30:37
RU	25	f	2011-08-10 12:35:15
MX	35	m	2008-06-20 20:13:41
CL	22	m	2011-12-31 16:57:51
FI	21	m	2009-10-03 23:05:48
UA	22	m	2008-02-02 13:05:03
FI	18	m	2008-03-13 15:42:28
AT	23	m	2006-01-15 19:21:02
DE	17	m	2011-09-28 18:02:20
BG	21	m	2008-06-24 18:11:14
US	19	m	2010-12-29 06:54:29
ES	22	m	2007-12-20 16:02:04
US	41	m	2005-03-24 23:05:34
PL	39	m	2007-12-16 14:48:02
PL	19	m	2009-03-07 14:23:44
UA	20	m	2009-11-10 23:35:52
FR	25	m	2009-08-05 14:39:50
FI	25	m	2009-03-01 22:16:07
AZ	20	m	2009-11-25 21:17:15
RU	19	m	2009-10-01 16:21:23
RU	21	m	2009-04-18 20:19:14
DE	22	m	2008-03-20 00:14:12
LV	22	m	2005-12-04 20:08:56
AU	21	m	2012-02-10 11:48:29
RU	21	f	2011-12-14 20:33:20
RU	23	m	2006-01-28 16:58:15
NL	28	m	2006-07-05 16:49:06
US	28	m	2005-04-29 05:12:37
US	26	m	2008-08-14 05:19:39
RU	29	f	2008-04-29 14:28:12
JP	23	m	2010-10-14 05:06:13
RS	25	m	2006-07-21 12:13:44
US	21	m	2006-08-08 04:23:59
RU	24	m	2011-03-22 10:33:06
CZ	21	m	2007-08-23 22:42:42
TR	27	f	2005-12-22 17:15:11
BR	21	m	2011-05-10 00:28:48
BR	20	m	2008-02-28 22:03:47
US	26	m	2006-04-07 04:07:30
MX	26	f	2006-07-12 01:55:35
NL	25	m	2007-07-04 13:54:07
US	19	f	2009-05-12 04:35:29
BR	23	m	2008-10-10 14:50:06
SE	25	m	2005-07-26 17:56:52
US	28	f	2008-05-09 03:25:46
KZ	19	f	2011-01-21 12:28:40
AR	27	m	2005-08-25 18:46:11
JP	29	m	2011-05-25 11:00:00
BR	16	f	2008-04-30 02:23:41
BR	20	f	2009-06-29 01:15:55
US	27	m	2009-03-04 22:56:14
RU	27	m	2012-05-08 13:55:47
RU	15	f	2011-12-03 20:08:21
AU	21	m	2007-03-30 13:02:43
UA	24	f	2010-02-09 21:31:41
PL	22	m	2008-08-04 08:55:59
BE	22	m	2010-09-25 13:50:25
IR	20	m	2009-04-06 21:26:46
FI	22	m	2007-07-27 02:57:38
DE	22	m	2008-03-16 15:59:52
RU	22	m	2008-12-06 22:44:01
BE	20	m	2011-03-24 19:37:42
AU	21	m	2006-07-09 07:15:36
DE	20	m	2008-05-28 06:24:43
HU	22	m	2009-03-21 13:32:08
IL	32	m	2005-05-30 12:23:55
FI	25	f	2007-09-30 21:43:51
FI	27	m	2005-02-12 22:28:38
US	26	m	2007-02-27 15:58:31
UA	20	m	2009-03-10 18:59:24
EE	22	m	2010-08-12 18:36:56
BE	25	m	2009-01-09 14:41:12
DE	36	m	2010-01-07 19:49:14
ID	20	m	2011-12-25 08:52:22
PL	18	f	2009-08-03 13:40:41
RU	28	m	2008-04-16 08:39:27
UK	19	f	2008-10-12 15:03:42
US	25	m	2007-08-16 00:27:22
UA	21	f	2010-02-04 16:18:22
BY	20	f	2010-01-30 20:08:36
RU	23	m	2008-01-07 13:22:42
RU	17	f	2011-08-14 18:44:46
US	30	m	2005-11-17 17:28:12
UK	25	m	2005-08-20 00:15:30
US	22	m	2005-12-03 02:21:18
BY	26	m	2009-05-04 11:35:04
UK	23	f	2009-02-21 18:24:10
FI	22	m	2007-09-26 18:19:39
DE	24	m	2007-01-19 15:54:13
PL	16	m	2010-01-27 22:07:44
DE	19	m	2009-11-23 17:01:30
BG	25	m	2006-07-18 10:41:51
US	22	m	2008-04-12 03:28:35
AT	25	m	2006-03-13 02:20:47
US	32	f	2006-03-23 10:19:25
RO	27	f	2010-02-05 21:45:42
FR	33	m	2009-10-01 19:23:22
CR	52	m	2007-09-28 10:25:24
FI	29	m	2005-05-26 23:23:53
BE	22	f	2008-02-07 14:38:13
UA	20	m	2010-04-06 15:49:55
NL	28	m	2009-11-16 11:47:33
US	26	m	2009-08-20 02:09:45
RU	16	m	2011-06-10 20:03:06
ES	34	m	2007-02-18 20:31:33
RU	22	m	2006-11-25 21:45:03
IT	32	m	2011-01-05 00:47:07
IT	26	m	2007-02-28 12:23:20
KZ	19	f	2009-03-27 07:54:07
UA	22	m	2010-12-27 20:01:19
RO	26	m	2010-05-09 04:37:26
RU	21	m	2011-05-31 21:01:20
